ch,my_ref,mt_ref,lxx_ref,other_ref,note
17,17:8,17:8,17:8,17:8,
17,17:9,17:9,17:9,17:9,
17,17:10,17:10,17:10,17:10,
17,17:11,17:11,17:11,17:11,
17,17:12,17:12,17:12,17:12,
17,17:13,17:13,17:13,17:13,
17,17:14,17:14,17:14,17:14,
17,17:15,17:15,17:15,17:15,
17,17:16,17:16,17:16,17:16,
17,17:17,17:17,17:17,17:17,
17,17:18,17:18,17:18,17:18,
17,17:19,17:19,17:19,17:19,
18,18:1,18:1,18:1,18:1,
18,18:2,18:2,18:2,18:2,
18,18:3,18:3,18:3,18:3,
18,18:4,18:4,18:4,18:4,
18,18:5,18:5,18:5,18:5,
18,18:6,18:6,18:6,18:6,
18,18:7,18:7,18:7,18:7,
18,18:8,18:8,18:8,18:8,
18,18:9,18:9,18:9,18:9,
18,18:10,18:10,18:10,18:10,
18,18:11,18:11,18:11,18:11,
18,18:12,18:12,18:12,18:12,
18,18:13,18:13,18:13,18:13,
18,18:14,18:14,18:14,18:14,
18,18:15,18:15,18:15,18:15,
18,18:16,18:16,18:16,18:16,
18,18:17,18:17,18:17,18:17,
18,18:18,18:18,18:18,18:18,
18,18:19,18:19,18:19,18:19,
18,18:20,18:20,18:20,18:20,
18,18:21,18:21,18:21,18:21,
18,18:22,18:22,18:22,18:22,
18,18:23,18:23,18:23,18:23,
18,18:24,18:24,18:24,18:24,
18,18:25,18:25,18:25,18:25,
18,18:26,18:26,18:26,18:26,
18,18:27,18:27,18:27,18:27,
18,18:28,18:28,18:28,18:28,
18,18:29,18:29,18:29,18:29,
18,18:30,18:30,18:30,18:30,
18,18:31,18:31,18:31,18:31,
18,18:32,18:32,18:32,18:32,
18,18:33,18:33,18:33,18:33,
18,18:34,18:34,18:34,18:34,
19,19:1,19:1,19:1,19:1,
19,19:2,19:2,19:2,19:2,
19,19:3,19:3,19:3,19:3,
19,19:4,19:4,19:4,19:4,
19,19:5,19:5,19:5,19:5,
19,19:6,19:6,19:6,19:6,
19,19:7,19:7,19:7,19:7,
19,19:8,19:8,19:8,19:8,
19,19:9,19:9,19:9,19:9,
19,19:10,19:10,19:10,19:10,
19,19:11,19:11,19:11,19:11,
20,20:1,20:1,20:1,20:1,
20,20:2,20:2,20:2,20:2,
20,20:3,20:3,20:3,20:3,
20,20:4,20:4,20:4,20:4,
20,20:5,20:5,20:5,20:5,
20,20:6,20:6,20:6,20:6,
20,20:7,20:7,20:7,20:7,
20,20:8,20:8,20:8,20:8,
20,20:9,20:9,20:9,20:9,
20,20:10,20:10,20:10,20:10,
20,20:11,20:11,20:11,20:11,
20,20:12,20:12,20:12,20:12,
20,20:13,20:13,20:13,20:13,
20,20:14,20:14,20:14,20:14,
20,20:15,20:15,20:15,20:15,
20,20:16,20:16,20:16,20:16,
20,20:17,20:17,20:17,20:17,
20,20:18,20:18,20:18,20:18,
20,20:19,20:19,20:19,20:19,
20,20:20,20:20,20:20,20:20,
20,20:21,20:21,20:21,20:21,
20,20:22,20:22,20:22,20:22,
20,20:23,20:23,20:23,20:23,
20,20:24,20:24,20:24,20:24,
20,20:25,20:25,20:25,20:25,
20,20:26,20:26,20:26,20:26,
20,20:27,20:27,20:27,20:27,
20,20:28,20:28,20:28,20:28,
20,20:29,20:29,20:29,20:29,
20,20:30,20:30,20:30,20:30,
20,20:31,20:31,20:31,20:31,
20,20:32,20:32,20:32,20:32,
20,20:33,20:33,20:33,20:33,
20,20:34,20:34,20:34,20:34,
20,20:35,20:35,20:35,20:35,
20,20:36,20:36,20:36,20:36,
20,20:37,20:37,20:37,20:37,
21,21:1,21:1,21:1,21:1,
21,21:2,21:2,21:2,21:2,
21,21:3,21:3,21:3,21:3,
21,21:4,21:4,21:4,21:4,
21,21:5,21:5,21:5,21:5,
21,21:6,21:6,21:6,21:6,
21,21:7,21:7,21:7,21:7,
21,21:8,21:8,21:8,21:8,
21,21:9,21:9,21:9,21:9,
21,21:10,21:10,21:10,21:10,
21,21:11,21:11,21:11,21:11,
21,21:12,21:12,21:12,21:12,
21,21:13,21:13,21:13,21:13,
21,21:14,21:14,21:14,21:14,
21,21:15,21:15,21:15,21:15,
21,21:16,21:16,21:16,21:16,
21,21:17,21:17,21:17,21:17,
21,21:18,21:18,21:18,21:18,
21,21:19,21:19,21:19,21:19,
21,21:20,21:20,21:20,21:20,
22,22:1,22:1,22:1,22:1,
22,22:2,22:2,22:2,22:2,
22,22:3,22:3,22:3,22:3,
22,22:4,22:4,22:4,22:4,
22,22:5,22:5,22:5,22:5,
22,22:6,22:6,22:6,22:6,
22,22:7,22:7,22:7,22:7,
22,22:8,22:8,22:8,22:8,
22,22:9,22:9,22:9,22:9,
22,22:10,22:10,22:10,22:10,
22,22:11,22:11,22:11,22:11,
22,22:12,22:12,22:12,22:12,
23,23:1,23:1,23:1,23:1,
23,23:2,23:2,23:2,23:2,
23,23:3,23:3,23:3,23:3,
23,23:4,23:4,23:4,23:4,
23,23:5,23:5,23:5,23:5,
23,23:6,23:6,23:6,23:6,
23,23:7,23:7,23:7,23:7,
23,23:8,23:8,23:8,23:8,
23,23:9,23:9,23:9,23:9,
23,23:10,23:10,23:10,23:10,
23,23:11,23:11,23:11,23:11,
23,23:12,23:12,23:12,23:12,
23,23:13,23:13,23:13,23:13,
23,23:14,23:14,23:14,23:14,
23,23:15,23:15,23:15,23:15,
23,23:16,23:16,23:16,23:16,
23,23:17,23:17,23:17,23:17,
23,23:18,23:18,23:18,23:18,
23,23:19,23:19,23:19,23:19,
23,23:20,23:20,23:20,23:20,
23,23:21,23:21,23:21,23:21,
24,24:1,24:1,24:1,24:1,
24,24:2,24:2,24:2,24:2,
24,24:3,24:3,24:3,24:3,
24,24:4,24:4,24:4,24:4,
24,24:5,24:5,24:5,24:5,
24,24:6,24:6,24:6,24:6,
24,24:7,24:7,24:7,24:7,
24,24:8,24:8,24:8,24:8,
24,24:9,24:9,24:9,24:9,
24,24:10,24:10,24:10,24:10,
24,24:11,24:11,24:11,24:11,
24,24:12,24:12,24:12,24:12,
24,24:13,24:13,24:13,24:13,
24,24:14,24:14,24:14,24:14,
24,24:15,24:15,24:15,24:15,
24,24:16,24:16,24:16,24:16,
24,24:17,24:17,24:17,24:17,
24,24:18,24:18,24:18,24:18,
24,24:19,24:19,24:19,24:19,
24,24:20,24:20,24:20,24:20,
24,24:21,24:21,24:21,24:21,
24,24:22,24:22,24:22,24:22,
24,24:23,24:23,24:23,24:23,
24,24:24,24:24,24:24,24:24,
24,24:25,24:25,24:25,24:25,
24,24:26,24:26,24:26,24:26,
24,24:27,24:27,24:27,24:27,
25,25:1,25:1,25:1,25:1,
25,25:2,25:2,25:2,25:2,
25,25:3,25:3,25:3,25:3,
25,25:4,25:4,25:4,25:4,
25,25:5,25:5,25:5,25:5,
25,25:6,25:6,25:6,25:6,
25,25:7,25:7,25:7,25:7,
25,25:8,25:8,25:8,25:8,
25,25:9,25:9,25:9,25:9,
25,25:10,25:10,25:10,25:10,
25,25:11,25:11,25:11,25:11,
25,25:12,25:12,25:12,25:12,
25,25:13,25:13,25:13,25:13,
25,25:14,25:14,25:14,25:14,
25,25:15,25:15,25:15,25:15,
25,25:16,25:16,25:16,25:16,
25,25:17,25:17,25:17,25:17,
25,25:18,25:18,25:18,25:18,
25,25:19,25:19,25:19,25:19,
25,25:20,25:20,25:20,25:20,
25,25:21,25:21,25:21,25:21,
25,25:22,25:22,25:22,25:22,
25,25:23,25:23,25:23,25:23,
25,25:24,25:24,25:24,25:24,
25,25:25,25:25,25:25,25:25,
25,25:26,25:26,25:26,25:26,
25,25:27,25:27,25:27,25:27,
25,25:28,25:28,25:28,25:28,
26,26:1,26:1,26:1,26:1,
26,26:2,26:2,26:2,26:2,
26,26:3,26:3,26:3,26:3,
26,26:4,26:4,26:4,26:4,
26,26:5,26:5,26:5,26:5,
26,26:6,26:6,26:6,26:6,
26,26:7,26:7,26:7,26:7,
26,26:8,26:8,26:8,26:8,
26,26:9,26:9,26:9,26:9,
26,26:10,26:10,26:10,26:10,
26,26:11,26:11,26:11,26:11,
26,26:12,26:12,26:12,26:12,
26,26:13,26:13,26:13,26:13,
26,26:14,26:14,26:14,26:14,
26,26:15,26:15,26:15,26:15,
26,26:16,26:16,26:16,26:16,
26,26:17,26:17,26:17,26:17,
26,26:18,26:18,26:18,26:18,
26,26:19,26:19,26:19,26:19,
26,26:20,26:20,26:20,26:20,
26,26:21,26:21,26:21,26:21,
26,26:22,26:22,26:22,26:22,
26,26:23,26:23,26:23,26:23,
27,27:1,27:1,27:1,27:1,
27,27:2,27:2,27:2,27:2,
27,27:3,27:3,27:3,27:3,
27,27:4,27:4,27:4,27:4,
27,27:5,27:5,27:5,27:5,
27,27:6,27:6,27:6,27:6,
27,27:7,27:7,27:7,27:7,
27,27:8,27:8,,27:8,
27,27:9,27:9,27:9,27:9,
28,28:1,28:1,28:1,28:1,
28,28:2,28:2,28:2,28:2,
28,28:3,28:3,28:3,28:3,
28,28:4,28:4,28:4,28:4,
28,28:5,28:5,28:5,28:5,
28,28:6,28:6,28:6,28:6,
28,28:7,28:7,28:7,28:7,
28,28:8,28:8,28:8,28:8,
28,28:9,28:9,28:9,28:9,
28,28:10,28:10,28:10,28:10,
28,28:11,28:11,28:11,28:11,
28,28:12,28:12,28:12,28:12,
28,28:13,28:13,28:13,28:13,
28,28:14,28:14,28:14,28:14,
28,28:15,28:15,28:15,28:15,
28,28:16,28:16,28:16,28:16,
28,28:17,28:17,28:17,28:17,
28,28:18,28:18,28:18,28:18,
28,28:19,28:19,28:19,28:19,
28,28:20,28:20,28:20,28:20,
28,28:21,28:21,28:21,28:21,
28,28:22,28:22,28:22,28:22,
28,28:23,28:23,28:23,28:23,
28,28:24,28:24,28:24,28:24,
28,28:25,28:25,28:25,28:25,
28,28:26,28:26,28:26,28:26,
28,28:27,28:27,28:27,28:27,
29,29:1,29:1,29:1,29:1,
29,29:2,29:2,29:2,29:2,
29,29:3,29:3,29:3,29:3,
29,29:4,29:4,29:4,29:4,
29,29:5,29:5,29:5,29:5,
29,29:6,29:6,29:6,29:6,
29,29:7,29:7,29:7,29:7,
29,29:8,29:8,29:8,29:8,
29,29:9,29:9,29:9,29:9,
29,29:10,29:10,29:10,29:10,
29,29:11,29:11,29:11,29:11,
29,29:12,29:12,29:12,29:12,
29,29:13,29:13,29:13,29:13,
29,29:14,29:14,29:14,29:14,
29,29:15,29:15,29:15,29:15,
29,29:16,29:16,29:16,29:16,
29,29:17,29:17,29:17,29:17,
29,29:18,29:18,29:18,29:18,
29,29:19,29:19,29:19,29:19,
29,29:20,29:20,29:20,29:20,
29,29:21,29:21,29:21,29:21,
29,29:22,29:22,29:22,29:22,
29,29:23,29:23,29:23,29:23,
29,29:24,29:24,29:24,29:24,
29,29:25,29:25,29:25,29:25,
29,29:26,29:26,29:26,29:26,
29,29:27,29:27,29:27,29:27,
29,29:28,29:28,29:28,29:28,
29,29:29,29:29,29:29,29:29,
29,29:30,29:30,29:30,29:30,
29,29:31,29:31,29:31,29:31,
29,29:32,29:32,29:32,29:32,
29,29:33,29:33,29:33,29:33,
29,29:34,29:34,29:34,29:34,
29,29:35,29:35,29:35,29:35,
29,29:36,29:36,29:36,29:36,
30,30:1,30:1,30:1,30:1,
30,30:2,30:2,30:2,30:2,
30,30:3,30:3,30:3,30:3,
30,30:4,30:4,30:4,30:4,
30,30:5,30:5,30:5,30:5,
30,30:6,30:6,30:6,30:6,
30,30:7,30:7,30:7,30:7,
30,30:8,30:8,30:8,30:8,
30,30:9,30:9,30:9,30:9,
30,30:10,30:10,30:10,30:10,
30,30:11,30:11,30:11,30:11,
30,30:12,30:12,30:12,30:12,
30,30:13,30:13,30:13,30:13,
30,30:14,30:14,30:14,30:14,
30,30:15,30:15,30:15,30:15,
30,30:16,30:16,30:16,30:16,
30,30:17,30:17,30:17,30:17,
30,30:18,30:18,30:18,30:18,
30,30:19,30:19,30:19,30:19,
30,30:20,30:20,30:20,30:20,
30,30:21,30:21,30:21,30:21,
30,30:22,30:22,30:22,30:22,
30,30:23,30:23,30:23,30:23,
30,30:24,30:24,30:24,30:24,
30,30:25,30:25,30:25,30:25,
30,30:26,30:26,30:26,30:26,
30,30:27,30:27,30:27,30:27,
31,31:1,31:1,31:1,31:1,
31,31:2,31:2,31:2,31:2,
31,31:3,31:3,31:3,31:3,
31,31:4,31:4,31:4,31:4,
31,31:5,31:5,31:5,31:5,
31,31:6,31:6,31:6,31:6,
31,31:7,31:7,31:7,31:7,
31,31:8,31:8,31:8,31:8,
31,31:9,31:9,31:9,31:9,
31,31:10,31:10,31:10,31:10,
31,31:11,31:11,31:11,31:11,
31,31:12,31:12,31:12,31:12,
31,31:13,31:13,31:13,31:13,
31,31:14,31:14,31:14,31:14,
31,31:15,31:15,31:15,31:15,
31,31:16,31:16,31:16,31:16,
31,31:17,31:17,31:17,31:17,
31,31:18,31:18,31:18,31:18,
31,31:19,31:19,31:19,31:19,
31,31:20,31:20,31:20,31:20,
31,31:21,31:21,31:21,31:21,
32,32:1,32:1,32:1,32:1,
32,32:2,32:2,32:2,32:2,
32,32:3,32:3,32:3,32:3,
32,32:4,32:4,32:4,32:4,
32,32:5,32:5,32:5,32:5,
32,32:6,32:6,32:6,32:6,
32,32:7,32:7,32:7,32:7,
32,32:8,32:8,32:8,32:8,
32,32:9,32:9,32:9,32:9,
32,32:10,32:10,32:10,32:10,
32,32:11,32:11,32:11,32:11,
32,32:12,32:12,32:12,32:12,
32,32:13,32:13,32:13,32:13,
32,32:14,32:14,32:14,32:14,
32,32:15,32:15,32:15,32:15,
32,32:16,32:16,32:16,32:16,
32,32:17,32:17,32:17,32:17,
32,32:18,32:18,32:18,32:18,
32,32:19,32:19,32:19,32:19,
32,32:20,32:20,32:20,32:20,
32,32:21,32:21,32:21,32:21,
32,32:22,32:22,32:22,32:22,
32,32:23,32:23,32:23,32:23,
32,32:24,32:24,32:24,32:24,
32,32:25,32:25,32:25,32:25,
32,32:26,32:26,32:26,32:26,
32,32:27,32:27,32:27,32:27,
32,32:28,32:28,32:28,32:28,
32,32:29,32:29,32:29,32:29,
32,32:30,32:30,32:30,32:30,
32,32:31,32:31,32:31,32:31,
32,32:32,32:32,32:32,32:32,
32,32:33,32:33,32:33,32:33,
33,33:1,33:1,33:1,33:1,
33,33:2,33:2,33:2,33:2,
33,33:3,33:3,33:3,33:3,
33,33:4,33:4,33:4,33:4,
33,33:5,33:5,33:5,33:5,
33,33:6,33:6,33:6,33:6,
33,33:7,33:7,33:7,33:7,
33,33:8,33:8,33:8,33:8,
33,33:9,33:9,33:9,33:9,
33,33:10,33:10,33:10,33:10,
33,33:11,33:11,33:11,33:11,
33,33:12,33:12,33:12,33:12,
33,33:13,33:13,33:13,33:13,
33,33:14,33:14,33:14,33:14,
33,33:15,33:15,33:15,33:15,
33,33:16,33:16,33:16,33:16,
33,33:17,33:17,33:17,33:17,
33,33:18,33:18,33:18,33:18,
33,33:19,33:19,33:19,33:19,
33,33:20,33:20,33:20,33:20,
